sentiment,airline,negative_reason,text
0,united,Can't Tell,fucked flight festivities full swing united fairway club overlooking 17th hole
0,united,Flight Booking Problems,process purchasing ticket prices changed unbelievable
0,united,Late Flight,stranded chicago hare hours chance crackerjack service team provide meal
4,united,,flights cancelled flighted trip refunded difficulty staff extremely helpful complaints handle weather
0,united,Lost Luggage,hours landing bags clothes makeup
0,united,Flight Attendant Complaints,gate agents work team cool
0,united,Customer Service Issue,fucked hilo 2hr30min delay software missed connection 8hrs late flightr upgrade nothin
0,united,Customer Service Issue,send customer service counter person concourse gate b36a
0,united,Customer Service Issue,expected
0,united,Late Flight,true gate agents caused helpful making connection
0,united,Cancelled Flight,21st birthday sister coming celebrate flights cancelled flighting
0,united,Late Flight,hold flight 6475
0,united,Cancelled Flight,denphx flight tomorrow cancelled flighted asked overnight 2nite told paying wrong
4,united,,help
0,united,Can't Tell,yeah didn happen
0,united,Lost Luggage,bags arrived website airport hours late flightr
0,united,Bad Flight,maintenance issue stuck geneva meal voucher cover plate flight spaghetti
0,united,Flight Attendant Complaints,hate bumped seat selected empty moved seat nonempty
0,united,Customer Service Issue,announcement extra baggage find empty aisle baggage seat agents argueing
0,united,Lost Luggage,bags arrived customer focused days hoping wakes
0,united,Flight Attendant Complaints,total class seats connecting flight crew late flight connection plane honor
0,united,Bad Flight,info share tweet send contact info happy supply images names
0,united,Customer Service Issue,lack customer service astounds worst airline history airlines train staff
0,united,Customer Service Issue,extremely disappointed united left crew pssgrs stranded rain gate cover left psngrs depart plane
0,united,Customer Service Issue,landing plane customer service experience poor late flight rude workers missing luggage
0,united,Can't Tell,fuck shitty fucking
4,united,,good
4,united,,wasn frustrating well relate flightd impressed
4,united,,wifi router fuselage
0,united,Bad Flight,ua343 is9jx1 seat appears mite problem confirmed bites mites
0,united,Late Flight,reopen 1285 clear growing backlog
0,united,Customer Service Issue,customer service 16hr delay coupon redeemed website higher prices expedia call wait time 55mins
0,united,Can't Tell,considering business
0,united,Flight Booking Problems,website allow post required document technical difficulties
0,united,Bad Flight,start upgrading planes inflight wifi currently unavailable
0,united,Flight Booking Problems,digging mileage earning plan earn miles changes award ticket prices
0,united,Can't Tell,outsourcing ticket gate agents advised service downhill employees fliers
0,united,Customer Service Issue,hung customer service waiting hold guess vacation happening website wasn working
0,united,longlines,idea people terminal food vouchers allow minutes long lines
0,united,Flight Booking Problems,going mileage accounts login username email three days
0,united,Can't Tell,incentive chance
0,united,Can't Tell,finally response united check issue 1514 friday
0,united,Late Flight,rebooked arrived hours late flightr year diego inflight entertainment
0,united,Lost Luggage,lost huston leave bahamas cruise today stuff customer service existent
0,united,Flight Booking Problems,site errored step changing award pull reservation minute wait time
0,united,Bad Flight,chance today redeem horrendous trip states
4,united,,impressed worth damn updates flight
0,united,Customer Service Issue,worst customer service experience united airlines
0,united,Can't Tell,airlines time airline disgrace listened tweet
0,united,Bad Flight,diverged burlington vermont sucks
0,united,Flight Attendant Complaints,officially inefficient boarding procedure reason mins board plane
0,united,Late Flight,hours sitting plane hasn left gate hours actual flying left
0,united,Customer Service Issue,details customer care link month response
0,united,Customer Service Issue,terrible service military members families
0,united,Cancelled Flight,flight cancelled flighted needing help reflight booking problems
0,united,Customer Service Issue,surprised mins experienced number
0,united,Can't Tell,afraid service week unhappy spend money unhappy
4,united,,daughters 13th party proj weather cond doesn promising assist earlier flts
0,united,Late Flight,going cancelled flight flights today favor stall inevitable
0,united,Late Flight,plane waiting gate hours passengers onboard cramped seats yuck
0,united,Late Flight,flight ua1665 delayed hours mechanical issue free drink inconvenience
0,united,Customer Service Issue,cell phone record checked conversed trust handle better
0,united,Can't Tell,wireless epic worst
0,united,Can't Tell,inspected picture routine aircraft check cell phone will
0,united,Customer Service Issue,airserv contractors worth damn 30min late flight bags ua1566 checkin calamity
0,united,Customer Service Issue,will terrible service ruined entire vacation
0,united,Customer Service Issue,upgrade seats call center wait time minutes legroom pita
0,united,Can't Tell,characters cover reasons afraid
0,united,Customer Service Issue,busy cell phone
0,united,Can't Tell,fill form flight experience email email address
0,united,Late Flight,left gate minutes early thoughts doesn count tarmac half hour
4,united,,will kudos capt herman relayed chief pilot emailing
0,united,Late Flight,flight 1665 departing website delayed operational difficultieswhat
0,united,Flight Attendant Complaints,teach gate agents learn overhead space didn check
0,united,Customer Service Issue,booked gate rebooked late flightr flight flight didnt earn
0,united,Customer Service Issue,coupled selfservice policies cost cutting exacerbates issues
0,united,Customer Service Issue,appreciate offer suspect longterm issue simple bootbag policy awkward best
0,united,Customer Service Issue,isnt simple issue generally check baggage policies logan general unhelpfulness employees early
0,united,Lost Luggage,terrible illogical reroute cancelled flightled connection check lost
0,united,Cancelled Flight,follow 800number agents rebooked a320
4,united,,good schedule inches snow
0,united,Late Flight,fails delayed flights
0,united,Cancelled Flight,people
4,united,,friendly
0,united,Lost Luggage,booked class curbside delivery hours counting
0,united,Late Flight,ridiculous delayed hours counting booked diff airline takes seriously
4,united,,provide voucher customers will tweet long
0,united,longlines,employees check crazy plane employees
4,united,,stellar customer service earned business attention detail
4,united,,service staff great usual cleanliness smells traveler
0,united,Can't Tell,scheduled land rebook denver best flight
0,united,Bad Flight,class passenger inflight wifi
4,united,,upgraded hour international flight forgive
0,united,Cancelled Flight,flight cancelled flightled night hotel voucher worse experience
0,united,Late Flight,flight 4651 delayed hooked ground power plane folks
0,united,Can't Tell,1706 plane loses software decided upgrade
0,united,Late Flight,missed connection
0,united,Flight Attendant Complaints,typically problem fixed crew expires delay turns cancelled flight
0,united,Late Flight,1706 delayed charged late flight well
0,united,Customer Service Issue,friend stuck runway small kids customer service explanation kids crying awful service
4,united,,food gluten free options
0,united,Flight Attendant Complaints,guys suck supervisors suck
0,united,Bad Flight,flight york love quality planes united
